101.129,40,AS,13,9
101.13,60,AS,15,9
101.131,100,AS,15,11
101.132,30,AS,10,14
101.133,20,AS,13,14
101.134,10,AS,14,15
101.135,80,AS,15,11
101.136,40,AS,11,10
101.137,40,AS,16,11
101.138,60,AS,13,10
101.139,100,AS,14,13
101.14,30,AS,14,15
101.141,20,AS,13,12
101.142,10,AS,15,14
101.143,80,AS,13,14
101.144,40,AS,16,15
101.145,40,AS,14,15
101.146,60,AS,15,13
101.147,100,AS,10,11
101.148,30,AS,9,12
101.149,20,AS,12,14
101.15,10,AS,9,16
101.151,80,AS,10,13
101.152,40,AS,11,9
101.153,40,AS,15,16
101.154,60,AS,15,16
101.155,100,AS,11,15
101.156,30,AS,10,11
101.157,20,AS,16,14
101.158,10,AS,10,12
101.159,80,AS,11,14
101.16,40,AS,16,15
101.161,40,AS,14,10
101.162,60,AS,9,13
101.163,100,AS,15,9
101.164,30,AS,15,10
101.165,20,AS,11,12
101.166,10,AS,10,16
101.167,80,AS,14,16
101.168,40,AS,13,14
101.169,40,AS,15,16
101.17,60,AS,13,16
101.171,100,AS,9,12
101.172,30,AS,14,16
101.173,20,AS,16,11
101.174,10,AS,13,12
101.175,80,AS,11,10
101.176,40,AS,14,12
101.177,40,AS,12,13
101.178,60,AS,10,15
101.179,100,AS,14,9
101.18,30,AS,13,16
101.181,20,AS,9,10
101.182,10,AS,10,11
101.183,80,AS,15,12
101.184,40,AS,14,12
101.185,40,AS,16,10
101.186,60,AS,9,10
101.187,100,AS,15,13
101.188,30,AS,11,14
101.189,20,AS,15,9
101.19,10,AS,16,12
101.191,80,AS,13,15
101.192,40,AS,12,14
101.193,40,AS,13,10
101.194,60,AS,12,16
101.195,100,AS,14,9
101.196,30,AS,14,13
101.197,20,AS,12,15
101.198,10,AS,14,15
101.199,80,AS,13,10
101.2,40,AS,10,9
101.201,40,AS,12,11
101.202,60,AS,16,13
101.203,100,AS,11,16
101.204,30,AS,15,12
101.205,20,AS,16,13
101.206,10,AS,15,16
101.207,80,AS,12,15
101.208,40,AS,13,16
101.209,40,AS,9,10
101.21,60,AS,12,13
101.211,100,AS,11,15
101.212,30,AS,16,12
101.213,20,AS,14,9
101.214,10,AS,13,9
101.215,80,AS,14,12
101.216,40,AS,16,11
101.217,40,AS,11,10
101.218,60,AS,9,12
101.219,100,AS,9,16
101.22,30,AS,14,10
101.221,20,AS,14,9
101.222,10,AS,16,10
101.223,80,AS,11,9
101.224,40,AS,9,16
101.225,40,AS,12,14
101.226,60,AS,14,9
101.227,100,AS,12,13
101.228,30,AS,10,11
101.229,20,AS,13,11
101.23,10,AS,10,14
101.231,80,AS,9,16
101.232,40,AS,10,14
101.233,40,AS,15,16
101.234,60,AS,11,16
101.235,100,AS,14,16
101.236,30,AS,12,14
101.237,20,AS,14,11
101.238,10,AS,13,12
101.239,80,AS,10,11
101.24,40,AS,9,16
101.241,40,AS,9,12
101.242,60,AS,16,10
101.243,100,AS,10,9
101.244,30,AS,15,9
101.245,20,AS,13,14
101.246,10,AS,10,13
101.247,80,AS,15,16
101.248,40,AS,15,13
101.249,40,AS,14,9
101.25,60,AS,14,11
500.001,100,EN,13,12
500.002,30,EN,15,16
500.003,20,EN,14,12
500.004,10,EN,14,10
500.005,80,EN,10,15
500.006,40,EN,9,14
500.007,40,EN,10,12
500.008,60,EN,9,14
500.009,100,EN,9,15
500.01,30,EN,12,11
500.011,60,EN,11,10
500.012,100,EN,16,9
500.013,30,EN,12,9
500.014,20,EN,16,13
500.015,10,EN,10,15
500.016,80,EN,14,10
500.017,40,EN,15,11
500.018,40,EN,13,10
500.019,60,EN,16,13
500.02,100,EN,14,10
500.021,30,EN,16,9
500.022,62,EN,11,9
500.023,40,EN,12,15
500.024,40,EN,14,15
500.025,60,EN,13,12
500.026,100,EN,13,10
500.027,30,EN,10,14
500.028,20,EN,12,10
500.029,10,EN,13,11
500.03,80,EN,13,14
500.031,40,EN,12,16
500.032,40,EN,12,15
500.033,60,EN,12,13
500.034,100,EN,10,14
500.035,30,EN,11,12
500.036,20,EN,9,12
500.037,10,EN,12,13
500.038,80,EN,14,13
500.039,40,EN,14,9
500.04,40,EN,11,9
500.041,60,EN,12,10
500.042,100,EN,14,10
500.043,30,EN,10,14
500.044,60,EN,13,14
500.045,100,EN,15,9
500.046,30,EN,14,9
500.047,20,EN,9,15
500.048,10,EN,11,15
500.049,80,EN,14,13
500.05,40,EN,9,16
500.051,40,EN,13,14
500.052,40,EN,15,14
500.053,60,EN,9,16
500.054,100,EN,12,16
500.055,30,EN,11,13
500.056,20,EN,15,14
500.057,10,EN,12,11
500.058,80,EN,9,14
500.059,40,EN,13,9
500.06,40,EN,12,10
500.061,60,EN,13,11
500.062,100,EN,14,16
500.063,30,EN,16,11
500.064,20,EN,9,15
500.065,10,EN,10,15
500.066,80,EN,9,12
500.067,40,EN,16,10
500.068,40,EN,11,10
500.069,60,EN,14,13
500.07,100,EN,12,11
500.071,30,EN,13,14
500.072,60,EN,10,14
500.073,100,EN,9,11
500.074,30,EN,16,9
500.075,20,EN,11,16
500.076,10,EN,9,15
500.077,80,EN,12,14
500.078,40,EN,9,14
500.079,40,EN,10,16
500.08,40,EN,12,9
500.081,60,EN,11,13
500.082,100,EN,16,12
500.083,30,EN,14,16
500.084,20,EN,14,15
500.085,10,EN,9,11
500.086,80,EN,15,12
500.087,40,EN,9,14
500.088,40,EN,11,14
500.089,60,EN,16,13
500.09,100,EN,13,9
500.091,30,EN,15,14
500.092,20,EN,10,9
500.093,10,EN,10,15
500.094,80,EN,15,11
500.095,40,EN,16,12
500.096,40,EN,15,14
500.097,60,EN,13,11
500.098,100,EN,13,15
500.099,30,EN,14,15
500.1,60,EN,14,11
500.101,100,EN,15,13
500.102,30,EN,10,14
500.103,20,EN,9,10
500.104,10,EN,12,14
500.105,80,EN,10,16
500.106,40,EN,16,12
500.107,40,EN,9,12
500.108,40,EN,14,9
500.109,60,EN,9,11
500.11,100,EN,13,12
500.111,30,EN,10,15
500.112,20,EN,12,15
500.113,10,EN,11,14
500.114,80,EN,10,12
500.115,40,EN,14,15
500.116,40,EN,16,10
500.117,60,EN,11,10
500.118,100,EN,11,9
500.119,30,EN,15,14
500.12,20,EN,14,15
500.121,10,EN,9,11
500.122,80,EN,12,9
500.123,40,EN,13,16
500.124,40,EN,9,14
500.125,60,EN,9,15
500.126,100,EN,14,11
500.127,30,EN,14,10
500.128,60,EN,13,15
500.129,100,EN,14,10
500.13,30,EN,11,10
500.131,20,EN,12,9
500.132,10,EN,10,13
500.133,80,EN,13,12
500.134,40,EN,10,14
500.135,40,EN,11,9
500.136,40,EN,14,15
500.137,60,EN,9,13
500.138,100,EN,10,15
500.139,30,EN,15,16
500.14,20,EN,10,13
500.141,10,EN,13,11
500.142,80,EN,13,12
500.143,40,EN,15,12
500.144,40,EN,15,14
500.145,60,EN,11,14
500.146,100,EN,15,14
500.147,30,EN,15,13
500.148,20,EN,10,9
500.149,10,EN,12,10
500.15,80,EN,16,10
500.151,40,EN,14,16
500.152,40,EN,10,13
500.153,60,EN,16,9
500.154,100,EN,15,13
500.155,30,EN,9,14
500.156,60,EN,13,10
500.157,100,EN,13,16
500.158,30,EN,10,14
500.159,20,EN,15,9
500.16,10,EN,11,9
500.161,80,EN,12,14
500.162,40,EN,12,14
500.163,40,EN,15,12
500.164,40,EN,12,15
500.165,60,EN,11,9
500.166,100,EN,16,14
500.167,30,EN,15,13
500.168,20,EN,9,11
500.169,10,EN,14,16
500.17,80,EN,16,13
500.171,40,EN,10,14
500.172,40,EN,10,13
500.173,60,EN,11,15
500.174,100,EN,14,11
500.175,30,EN,9,13
500.176,20,EN,14,13
500.177,10,EN,15,12
500.178,80,EN,12,10
500.179,40,EN,11,15
500.18,40,EN,16,12
500.181,60,EN,9,14
500.182,100,EN,16,11
500.183,30,EN,9,15
500.184,60,EN,10,14
500.185,100,EN,15,9
500.186,30,EN,14,11
500.187,20,EN,15,9
500.188,10,EN,9,15
500.189,80,EN,9,14
500.19,40,EN,14,13
500.191,40,EN,13,11
500.192,40,EN,16,14
500.193,60,EN,15,12
500.194,100,EN,12,15
500.195,30,EN,11,14
500.196,20,EN,10,13
500.197,10,EN,12,11
500.198,80,EN,14,12
500.199,40,EN,13,12
500.2,40,EN,11,12
500.201,60,EN,10,12
500.202,100,EN,11,16
500.203,30,EN,15,16
500.204,20,EN,16,11
500.205,10,EN,15,16
500.206,80,EN,16,14
500.207,40,EN,13,9
500.208,40,EN,15,13
500.209,60,EN,13,11
500.21,100,EN,15,11
500.211,30,EN,16,13
500.212,60,EN,13,9
500.213,100,EN,12,10
500.214,30,EN,12,9
500.215,20,EN,14,10
500.216,10,EN,16,13
500.217,80,EN,12,15
500.218,40,EN,9,15
500.219,40,EN,9,11
500.22,40,EN,16,10
500.221,60,EN,11,15
500.222,100,EN,16,12
500.223,30,EN,13,14
500.224,20,EN,14,11
500.225,10,EN,15,14
500.226,80,EN,9,15
500.227,40,EN,13,15
500.228,40,EN,9,10
500.229,60,EN,12,15
500.23,100,EN,13,15
500.231,30,EN,10,12
500.232,20,EN,15,14
500.233,10,EN,15,12
500.234,80,EN,11,14
500.235,40,EN,9,10
500.236,40,EN,12,14
500.237,60,EN,14,15
500.238,100,EN,9,13
500.239,30,EN,16,12
500.24,60,EN,11,9
500.241,100,EN,10,15
500.242,30,EN,16,10
500.243,20,EN,10,16
500.244,10,EN,14,10
500.245,80,EN,15,11
500.246,40,EN,13,14
500.247,212,EN,13,12
500.248,10,EN,13,9
500.249,80,EN,15,12
500.25,40,EN,14,16
